Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4441,CA-2014-004441,08/02/2014,12/02/2014,Standard Class,C-00676,Adam Bellavance,Corporate,United States,Madison,Wisconsin,47727,Central,P-APP-042,Office Supplies,Appliances,Hoover Stove,1236.48,7,0.0,153.23
4442,CA-2015-004442,17/10/2015,23/10/2015,Standard Class,C-00129,Bob Takahito,Home Office,United States,Salt Lake City,Utah,65795,West,P-ACC-137,Technology,Accessories,Logitech Wireless Mouse,1936.8,9,0.0,266.25
4443,CA-2016-004443,01/08/2016,06/08/2016,Standard Class,C-00742,Andy Reiter,Home Office,United States,Charlotte,North Carolina,92224,East,P-ACC-138,Technology,Accessories,Logitech Wireless Mouse,1450.0,10,0.0,338.65
4444,CA-2014-004444,14/11/2014,17/11/2014,Second Class,C-00241,Amy Cox,Consumer,United States,Scottsdale,Arizona,68284,West,P-STO-118,Office Supplies,Storage,Rubbermaid CloseUp,745.96,2,0.0,7.15
4445,CA-2015-004445,17/01/2015,23/01/2015,Standard Class,C-00535,Brad Thomas,Corporate,United States,Madison,Wisconsin,18132,Central,P-APP-042,Office Supplies,Appliances,Acco Heavy Duty Stapler,1850.2,4,0.0,272.61
4446,CA-2017-004446,03/03/2017,06/03/2017,Second Class,C-00707,Ashley Common,Corporate,United States,Buffalo,New York,75056,East,P-ART-060,Office Supplies,Art,Fiskars Scissors,16.75,1,0.3,-7.0
4447,CA-2017-004447,05/11/2017,06/11/2017,First Class,C-00482,Ashley Common,Consumer,United States,Colorado Springs,Colorado,76209,West,P-STO-114,Office Supplies,Storage,Smead Hanging File Folders,621.98,2,0.0,31.63
4448,CA-2016-004448,23/08/2016,30/08/2016,Standard Class,C-00323,Alan Schoenberger,Corporate,United States,Jackson,Mississippi,42302,South,P-FAS-084,Office Supplies,Fasteners,OIC Binder Clips,44.92,4,0.0,4.77
4449,CA-2016-004449,04/06/2016,06/06/2016,Second Class,C-00019,Andrew Allen,Corporate,United States,New Orleans,Louisiana,60322,South,P-ART-053,Office Supplies,Art,Dixon Ticonderoga Pencils,477.05,5,0.0,47.27
4450,CA-2014-004450,09/05/2014,11/05/2014,First Class,C-00693,Amy Zwaska,Corporate,United States,Portland,Oregon,80650,West,P-BOO-008,Furniture,Bookcases,O`Sullivan 5-Shelf,1411.13,7,0.7,-1889.95
4451,CA-2016-004451,19/10/2016,22/10/2016,Second Class,C-00720,Aaron Bergman,Consumer,United States,Portland,Oregon,59249,West,P-STO-112,Office Supplies,Storage,Smead Hanging File Folders,1910.3,14,0.0,83.03
4452,CA-2014-004452,12/07/2014,13/07/2014,First Class,C-00793,Anthony Johnson,Home Office,United States,Portland,Oregon,97830,West,P-TAB-032,Furniture,Tables,Harbour Creations 66,3332.18,2,0.0,-335.58
4453,CA-2017-004453,23/10/2017,27/10/2017,Standard Class,C-00395,Benjamin Farhat,Consumer,United States,Springfield,Illinois,18598,Central,P-CHA-015,Furniture,Chairs,Global Upholstery Side Chair,13041.72,9,0.0,496.35
4454,CA-2014-004454,26/11/2014,28/11/2014,Second Class,C-00693,Amy Zwaska,Corporate,United States,Portland,Oregon,52974,West,P-SUP-123,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,320.36,2,0.0,-6.77
4455,CA-2016-004455,12/12/2016,12/12/2016,Same Day,C-00018,Amy Zwaska,Corporate,United States,Las Vegas,Nevada,40789,West,P-BOO-003,Furniture,Bookcases,O`Sullivan 5-Shelf,6763.24,11,0.8,-9953.01
4456,CA-2016-004456,12/11/2016,19/11/2016,Standard Class,C-00762,Brendan Dodson,Corporate,United States,Overland Park,Kansas,94337,Central,P-STO-112,Office Supplies,Storage,Rubbermaid CloseUp,355.74,6,0.0,24.27
4457,CA-2017-004457,08/03/2017,08/03/2017,Same Day,C-00280,Alejandro Grove,Corporate,United States,Springfield,Illinois,60496,Central,P-CHA-015,Furniture,Chairs,Safco Executive Chair,2238.74,2,0.0,154.13
4458,CA-2014-004458,28/06/2014,30/06/2014,First Class,C-00139,Aimee Bixby,Corporate,United States,Baton Rouge,Louisiana,91481,South,P-ACC-135,Technology,Accessories,Logitech Wireless Mouse,109.32,2,0.0,25.49
4459,CA-2017-004459,07/12/2017,14/12/2017,Standard Class,C-00208,Anthony Johnson,Consumer,United States,Eugene,Oregon,24227,West,P-LAB-094,Office Supplies,Labels,Avery Address Labels,78.08,8,0.0,15.96
4460,CA-2017-004460,14/11/2017,18/11/2017,Standard Class,C-00111,Andrew Roberts,Home Office,United States,Salt Lake City,Utah,74572,West,P-ENV-073,Office Supplies,Envelopes,Poly String-Tie Envelopes,321.6,6,0.0,31.28
4461,CA-2014-004461,01/08/2014,01/08/2014,Same Day,C-00217,Bill Donatelli,Corporate,United States,Detroit,Michigan,29901,Central,P-BOO-002,Furniture,Bookcases,Sauder 5-Shelf Bookcase,828.9,1,0.0,-12.65
4462,CA-2015-004462,20/11/2015,27/11/2015,Standard Class,C-00584,Bruce Sherwood,Consumer,United States,Seattle,Washington,16122,West,P-LAB-100,Office Supplies,Labels,Avery Address Labels,66.11,1,0.5,-42.5
4463,CA-2015-004463,30/11/2015,30/11/2015,Same Day,C-00157,Andy Reiter,Consumer,United States,Virginia Beach,Virginia,81512,East,P-BOO-002,Furniture,Bookcases,Lorell Vertical 5-Shelf,1188.64,4,0.0,-21.4
4464,CA-2017-004464,22/07/2017,22/07/2017,Same Day,C-00379,Andrew Allen,Consumer,United States,Charlotte,North Carolina,57492,East,P-BIN-069,Office Supplies,Binders,Cardinal Easy-Open Binder,451.71,3,0.0,26.06
4465,CA-2014-004465,12/03/2014,12/03/2014,Same Day,C-00583,Brian Moss,Home Office,United States,Eugene,Oregon,64883,West,P-PAP-105,Office Supplies,Paper,Avery Multipurpose Copy Paper,116.0,2,0.0,26.35
4466,CA-2014-004466,12/08/2014,17/08/2014,Standard Class,C-00800,Benjamin Farhat,Home Office,United States,Savannah,Georgia,13837,East,P-FAS-083,Office Supplies,Fasteners,Acme Staple Remover,360.09,9,0.0,60.04
4467,CA-2015-004467,25/09/2015,26/09/2015,First Class,C-00656,Anna Gayman,Consumer,United States,Denver,Colorado,21880,West,P-COP-145,Technology,Copiers,Hewlett Packard LaserJet 3310,5001.58,1,0.0,2028.95
4468,CA-2016-004468,31/08/2016,04/09/2016,Standard Class,C-00773,Alan Schoenberger,Consumer,United States,Colorado Springs,Colorado,56803,West,P-APP-049,Office Supplies,Appliances,Hoover Stove,3323.11,7,0.0,432.12
4469,CA-2016-004469,07/11/2016,09/11/2016,Second Class,C-00259,Barry Weirich,Consumer,United States,Baton Rouge,Louisiana,41676,South,P-ART-057,Office Supplies,Art,Dixon Ticonderoga Pencils,90.99,1,0.0,5.67
4470,CA-2015-004470,19/11/2015,23/11/2015,Standard Class,C-00699,Ann Chong,Consumer,United States,Greensboro,North Carolina,19222,East,P-APP-042,Office Supplies,Appliances,Hoover Stove,1145.64,2,0.0,140.16
4471,CA-2017-004471,23/11/2017,27/11/2017,Standard Class,C-00399,Bob Takahito,Corporate,United States,Savannah,Georgia,86717,East,P-COP-141,Technology,Copiers,Oki B840 Mono Printer,580.08,1,0.0,219.22
4472,CA-2015-004472,19/11/2015,26/11/2015,Standard Class,C-00263,Bill Eplett,Consumer,United States,Little Rock,Arkansas,96337,South,P-PAP-104,Office Supplies,Paper,Hammermill Premium Copy Paper,738.92,4,0.0,184.28
4473,CA-2015-004473,26/07/2015,30/07/2015,Second Class,C-00178,Brian Moss,Consumer,United States,Scottsdale,Arizona,57477,West,P-ENV-071,Office Supplies,Envelopes,Staples Mailing Envelopes,699.92,13,0.0,126.13
4474,CA-2015-004474,11/07/2015,16/07/2015,Standard Class,C-00720,Aaron Bergman,Consumer,United States,Minneapolis,Minnesota,79878,Central,P-FUR-022,Furniture,Furnishings,Artistic Wire Pencil Cup,357.16,2,0.0,32.9
4475,CA-2017-004475,21/12/2017,22/12/2017,First Class,C-00715,Brad Thomas,Consumer,United States,Wichita,Kansas,76480,Central,P-ENV-080,Office Supplies,Envelopes,Staples Mailing Envelopes,498.08,11,0.0,74.2
4476,CA-2015-004476,01/05/2015,08/05/2015,Standard Class,C-00782,Amy Hunt,Consumer,United States,Reno,Nevada,65545,West,P-ENV-078,Office Supplies,Envelopes,Staples Mailing Envelopes,20.2,2,0.0,1.28
4477,CA-2017-004477,24/12/2017,31/12/2017,Standard Class,C-00113,Angel Whelply,Consumer,United States,Wichita,Kansas,37079,Central,P-FAS-084,Office Supplies,Fasteners,Acco Push Pins,438.36,12,0.0,62.1
4478,CA-2015-004478,01/10/2015,04/10/2015,Second Class,C-00296,Anna Gayman,Corporate,United States,Minneapolis,Minnesota,22661,Central,P-APP-049,Office Supplies,Appliances,Acco Heavy Duty Stapler,3778.46,7,0.3,-1684.28
4479,CA-2015-004479,15/02/2015,19/02/2015,Second Class,C-00764,Bruce Sherwood,Consumer,United States,Columbus,Ohio,59953,East,P-TAB-034,Furniture,Tables,Bevis Round Table,6906.8,4,0.4,-5131.58
4480,CA-2017-004480,24/03/2017,26/03/2017,Second Class,C-00527,Ashley Common,Home Office,United States,Grand Rapids,Michigan,28485,Central,P-STO-111,Office Supplies,Storage,Advantus Super Stacker Drawer,636.63,3,0.0,22.84
4481,CA-2017-004481,10/08/2017,17/08/2017,Standard Class,C-00482,Ashley Common,Consumer,United States,Spokane,Washington,49768,West,P-STO-111,Office Supplies,Storage,Rubbermaid CloseUp,291.95,1,0.0,-3.95
4482,CA-2017-004482,25/11/2017,01/12/2017,Standard Class,C-00516,Andrew Roberts,Home Office,United States,Springfield,Illinois,20430,Central,P-BIN-066,Office Supplies,Binders,Cardinal Easy-Open Binder,949.14,6,0.0,33.59
4483,CA-2015-004483,15/04/2015,19/04/2015,Second Class,C-00144,Alejandro Ballard,Home Office,United States,Atlanta,Georgia,45401,East,P-PAP-104,Office Supplies,Paper,Hammermill Premium Copy Paper,963.48,6,0.0,238.88
4484,CA-2015-004484,10/07/2015,12/07/2015,First Class,C-00551,Alex Avila,Corporate,United States,Grand Rapids,Michigan,71933,Central,P-COP-144,Technology,Copiers,Hewlett Packard LaserJet 3310,2709.6,2,0.0,1000.62
4485,CA-2014-004485,08/02/2014,15/02/2014,Standard Class,C-00467,Amy Hunt,Consumer,United States,Philadelphia,Pennsylvania,95267,East,P-TAB-040,Furniture,Tables,Harbour Creations 66,5614.9,5,0.0,-484.55
4486,CA-2016-004486,15/09/2016,17/09/2016,Second Class,C-00340,Anna Andreadi,Consumer,United States,Orlando,Florida,38760,East,P-ART-058,Office Supplies,Art,Fiskars Scissors,29.3,1,0.0,2.4
4487,CA-2015-004487,12/03/2015,16/03/2015,Standard Class,C-00345,Arthur Prichep,Consumer,United States,Tulsa,Oklahoma,20982,South,P-BOO-004,Furniture,Bookcases,O`Sullivan 5-Shelf,538.33,1,0.0,-32.52
4488,CA-2017-004488,03/05/2017,05/05/2017,First Class,C-00463,Alex Ruiz,Consumer,United States,Cleveland,Ohio,75666,East,P-MAC-155,Technology,Machines,Canon imageCLASS,11976.6,4,0.0,776.37
4489,CA-2016-004489,19/04/2016,24/04/2016,Standard Class,C-00418,Alex Ruiz,Consumer,United States,San Antonio,Texas,64753,Central,P-STO-117,Office Supplies,Storage,Smead Hanging File Folders,809.72,4,0.0,41.5
4490,CA-2014-004490,16/11/2014,20/11/2014,Second Class,C-00398,Bill Eplett,Corporate,United States,San Antonio,Texas,86227,Central,P-APP-049,Office Supplies,Appliances,Acco Heavy Duty Stapler,2279.64,4,0.0,376.81
4491,CA-2017-004491,25/02/2017,02/03/2017,Standard Class,C-00512,Amy Hunt,Consumer,United States,Wichita,Kansas,41891,Central,P-FAS-089,Office Supplies,Fasteners,OIC Binder Clips,44.22,3,0.0,5.25
4492,CA-2016-004492,30/11/2016,05/12/2016,Standard Class,C-00625,Brad Thomas,Corporate,United States,Atlanta,Georgia,59609,East,P-ART-055,Office Supplies,Art,Dixon Ticonderoga Pencils,514.92,7,0.7,-605.45
4493,CA-2017-004493,27/11/2017,01/12/2017,Second Class,C-00753,Barbara Frey,Consumer,United States,Cleveland,Ohio,95023,East,P-TAB-037,Furniture,Tables,Chromcraft Rectangular Conference Table,12395.88,7,0.0,-935.41
4494,CA-2015-004494,18/01/2015,18/01/2015,Same Day,C-00771,Alan Haines,Corporate,United States,Baton Rouge,Louisiana,44349,South,P-TAB-038,Furniture,Tables,Chromcraft Rectangular Conference Table,3624.18,6,0.4,-3062.69
4495,CA-2017-004495,24/04/2017,29/04/2017,Standard Class,C-00097,Alan Hwang,Home Office,United States,Louisville,Kentucky,47260,South,P-BOO-004,Furniture,Bookcases,Sauder 5-Shelf Bookcase,3304.0,4,0.0,-135.46
4496,CA-2016-004496,29/08/2016,05/09/2016,Standard Class,C-00304,Barry Weirich,Corporate,United States,Lexington,Kentucky,89550,South,P-ART-057,Office Supplies,Art,Dixon Ticonderoga Pencils,301.86,9,0.0,36.96
4497,CA-2015-004497,30/01/2015,05/02/2015,Standard Class,C-00155,Andrew Gjertsen,Consumer,United States,Seattle,Washington,51636,West,P-FUR-030,Furniture,Furnishings,Eldon Expressions Desk,203.44,1,0.8,-265.57
4498,CA-2014-004498,01/08/2014,04/08/2014,Second Class,C-00087,Brendan Dodson,Home Office,United States,Scottsdale,Arizona,35002,West,P-SUP-128,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,878.78,14,0.0,-21.1
4499,CA-2016-004499,06/09/2016,08/09/2016,Second Class,C-00237,Alex Grayson,Home Office,United States,Tampa,Florida,52810,East,P-PAP-106,Office Supplies,Paper,Xerox 1967,62.0,5,0.0,13.48
4500,CA-2015-004500,27/09/2015,03/10/2015,Standard Class,C-00674,Bruce Sherwood,Consumer,United States,Eugene,Oregon,99313,West,P-CHA-020,Furniture,Chairs,HON 5400 Task Chair,3187.2,6,0.1,-595.46
4501,CA-2015-004501,04/02/2015,09/02/2015,Standard Class,C-00593,Alan Schoenberger,Consumer,United States,Portland,Oregon,60083,West,P-STO-115,Office Supplies,Storage,Rubbermaid CloseUp,76.36,1,0.0,11.64
4502,CA-2014-004502,29/03/2014,02/04/2014,Second Class,C-00170,Benjamin Farhat,Consumer,United States,Saint Louis,Missouri,18091,Central,P-SUP-122,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,1167.66,6,0.6,-1277.45
4503,CA-2017-004503,11/08/2017,16/08/2017,Standard Class,C-00653,Angel Whelply,Home Office,United States,Overland Park,Kansas,76490,Central,P-TAB-032,Furniture,Tables,Chromcraft Rectangular Conference Table,759.54,2,0.0,-73.2
4504,CA-2017-004504,08/09/2017,10/09/2017,Second Class,C-00633,Adrian Barton,Consumer,United States,Phoenix,Arizona,16869,West,P-ART-052,Office Supplies,Art,Sanford Liquid Highlighter,12.04,4,0.0,0.62
4505,CA-2017-004505,28/12/2017,03/01/2018,Standard Class,C-00305,Benjamin Farhat,Consumer,United States,Louisville,Kentucky,96772,South,P-COP-149,Technology,Copiers,Canon PC1060 Copier,25458.95,5,0.0,10866.51
4506,CA-2016-004506,22/04/2016,26/04/2016,Standard Class,C-00312,Brendan Dodson,Consumer,United States,San Antonio,Texas,89481,Central,P-LAB-099,Office Supplies,Labels,Avery Address Labels,20.86,2,0.0,3.65
4507,CA-2014-004507,31/12/2014,02/01/2015,First Class,C-00750,Arthur Prichep,Consumer,United States,Reno,Nevada,16795,West,P-SUP-122,Office Supplies,Supplies,Hoover Commercial ShieldGuard Vacuum,1104.88,8,0.0,9.91
4508,CA-2017-004508,01/09/2017,05/09/2017,Second Class,C-00141,Alan Haines,Consumer,United States,Saint Paul,Minnesota,97099,Central,P-APP-046,Office Supplies,Appliances,Hoover Stove,1367.32,4,0.0,164.53
4509,CA-2016-004509,21/03/2016,23/03/2016,Second Class,C-00196,Amy Cox,Home Office,United States,Columbus,Ohio,94950,East,P-LAB-100,Office Supplies,Labels,Avery Address Labels,84.14,14,0.0,14.72
4510,CA-2016-004510,29/11/2016,29/11/2016,Same Day,C-00360,Aaron Bergman,Consumer,United States,Savannah,Georgia,91114,East,P-ART-052,Office Supplies,Art,Dixon Ticonderoga Pencils,823.0,10,0.0,49.89
4511,CA-2016-004511,07/05/2016,12/05/2016,Standard Class,C-00278,Alan Schoenberger,Corporate,United States,Dallas,Texas,12848,Central,P-APP-046,Office Supplies,Appliances,Acco Heavy Duty Stapler,825.64,4,0.0,137.4
4512,CA-2017-004512,31/08/2017,07/09/2017,Standard Class,C-00045,Aaron Bergman,Consumer,United States,Philadelphia,Pennsylvania,61909,East,P-BOO-009,Furniture,Bookcases,O`Sullivan 5-Shelf,4040.84,4,0.0,-225.86
4513,CA-2014-004513,13/01/2014,16/01/2014,Second Class,C-00063,Amy Zwaska,Corporate,United States,Chicago,Illinois,81187,Central,P-LAB-096,Office Supplies,Labels,Avery File Folder Labels,416.34,6,0.0,92.94
4514,CA-2014-004514,09/11/2014,13/11/2014,Standard Class,C-00262,Bill Donatelli,Home Office,United States,Los Angeles,California,51846,West,P-CHA-017,Furniture,Chairs,Global Upholstery Side Chair,1317.22,2,0.0,92.42
4515,CA-2017-004515,11/12/2017,14/12/2017,Second Class,C-00767,Adam Hart,Consumer,United States,Pittsburgh,Pennsylvania,81996,East,P-STO-112,Office Supplies,Storage,Advantus Super Stacker Drawer,764.58,6,0.0,96.32
4516,CA-2014-004516,08/11/2014,14/11/2014,Standard Class,C-00496,Adam Bellavance,Corporate,United States,San Francisco,California,62456,West,P-MAC-160,Technology,Machines,Lexmark MX611dhe,4816.32,4,0.0,476.7
4517,CA-2016-004517,04/03/2016,09/03/2016,Standard Class,C-00022,Andy Reiter,Corporate,United States,Springfield,Illinois,88821,Central,P-ACC-138,Technology,Accessories,Plantronics Voyager,4557.1,10,0.0,813.55
4518,CA-2016-004518,07/01/2016,11/01/2016,Standard Class,C-00705,Arthur Prichep,Consumer,United States,Provo,Utah,62441,West,P-BIN-065,Office Supplies,Binders,Ibico Presentation Ring Binder,617.22,6,0.0,22.61
4519,CA-2015-004519,20/04/2015,22/04/2015,Second Class,C-00752,Ashley Common,Home Office,United States,Detroit,Michigan,86536,Central,P-ART-058,Office Supplies,Art,Sanford Liquid Highlighter,218.88,8,0.0,7.29
4520,CA-2015-004520,20/06/2015,25/06/2015,Standard Class,C-00685,Alejandro Grove,Consumer,United States,Detroit,Michigan,99953,Central,P-ENV-071,Office Supplies,Envelopes,Staples Mailing Envelopes,11.87,1,0.0,1.35
4521,CA-2015-004521,05/08/2015,09/08/2015,Second Class,C-00714,Bob Takahito,Consumer,United States,Cincinnati,Ohio,48524,East,P-PHO-165,Technology,Phones,Samsung Galaxy S6,2070.18,3,0.0,606.42
4522,CA-2016-004522,21/05/2016,27/05/2016,Standard Class,C-00304,Barry Weirich,Corporate,United States,Colorado Springs,Colorado,38776,West,P-ACC-131,Technology,Accessories,Kensington USB/PS2 Keyb,1946.0,4,0.0,321.4
4523,CA-2016-004523,01/12/2016,01/12/2016,Same Day,C-00728,Alan Schoenberger,Consumer,United States,Las Vegas,Nevada,81608,West,P-BIN-069,Office Supplies,Binders,GBC Binding Machine,864.92,4,0.1,-170.46
4524,CA-2014-004524,31/12/2014,07/01/2015,Standard Class,C-00169,Barry Weirich,Consumer,United States,Scottsdale,Arizona,87472,West,P-BIN-065,Office Supplies,Binders,Ibico Presentation Ring Binder,891.12,8,0.2,-320.15
4525,CA-2017-004525,19/04/2017,20/04/2017,First Class,C-00645,Alyssa Tate,Home Office,United States,Philadelphia,Pennsylvania,16338,East,P-MAC-155,Technology,Machines,Lexmark MX611dhe,1458.93,3,0.0,62.88
4526,CA-2017-004526,13/05/2017,13/05/2017,Same Day,C-00470,Andrew Gjertsen,Consumer,United States,Overland Park,Kansas,53190,Central,P-CHA-017,Furniture,Chairs,Safco Executive Chair,2993.0,2,0.0,97.31
4527,CA-2017-004527,04/05/2017,06/05/2017,Second Class,C-00150,Alyssa Tate,Consumer,United States,Springfield,Illinois,29485,Central,P-PAP-106,Office Supplies,Paper,Avery Multipurpose Copy Paper,1299.44,8,0.0,263.67
4528,CA-2014-004528,13/04/2014,20/04/2014,Standard Class,C-00373,Alex Ruiz,Corporate,United States,Richmond,Virginia,70691,East,P-BOO-007,Furniture,Bookcases,Lorell Vertical 5-Shelf,226.02,1,0.6,-265.88
4529,CA-2017-004529,30/09/2017,06/10/2017,Standard Class,C-00419,Allen Armold,Home Office,United States,Virginia Beach,Virginia,90714,East,P-ART-053,Office Supplies,Art,Dixon Ticonderoga Pencils,91.47,3,0.0,10.31
4530,CA-2017-004530,10/09/2017,16/09/2017,Standard Class,C-00516,Andrew Roberts,Home Office,United States,Montgomery,Alabama,64468,South,P-PHO-163,Technology,Phones,Samsung Galaxy S6,997.98,6,0.0,280.43
4531,CA-2017-004531,25/07/2017,28/07/2017,Second Class,C-00254,Anthony OBrien,Consumer,United States,New York City,New York,16975,East,P-COP-148,Technology,Copiers,Oki B840 Mono Printer,9143.4,6,0.0,3227.64
4532,CA-2017-004532,12/10/2017,13/10/2017,First Class,C-00210,Arthur Prichep,Home Office,United States,Greensboro,North Carolina,23083,East,P-ACC-137,Technology,Accessories,Plantronics Voyager,952.65,3,0.0,166.46
4533,CA-2016-004533,15/06/2016,17/06/2016,First Class,C-00320,Alan Barnes,Home Office,United States,Raleigh,North Carolina,59335,East,P-MAC-151,Technology,Machines,Lexmark MX611dhe,15418.13,7,0.0,646.01
4534,CA-2016-004534,04/03/2016,05/03/2016,First Class,C-00385,Anna Andreadi,Consumer,United States,Little Rock,Arkansas,47107,South,P-PHO-163,Technology,Phones,Cisco SPA 501G,403.5,2,0.0,83.52
4535,CA-2015-004535,27/10/2015,03/11/2015,Standard Class,C-00345,Arthur Prichep,Consumer,United States,Gulfport,Mississippi,40364,South,P-APP-050,Office Supplies,Appliances,Fellowes PB500 Binding Machine,1634.49,3,0.0,259.44
4536,CA-2016-004536,09/02/2016,16/02/2016,Standard Class,C-00168,Barbara Frey,Corporate,United States,Nashville,Tennessee,64200,South,P-APP-046,Office Supplies,Appliances,Acco Heavy Duty Stapler,1322.05,5,0.0,198.69
4537,CA-2015-004537,22/12/2015,24/12/2015,Second Class,C-00481,Arthur Wiediger,Consumer,United States,Saint Paul,Minnesota,13672,Central,P-MAC-153,Technology,Machines,Canon imageCLASS,8213.34,2,0.0,443.62
4538,CA-2015-004538,15/12/2015,20/12/2015,Standard Class,C-00723,Adrian Barton,Home Office,United States,Eugene,Oregon,32845,West,P-FAS-085,Office Supplies,Fasteners,Acme Staple Remover,43.42,2,0.0,5.71
4539,CA-2017-004539,08/12/2017,12/12/2017,Standard Class,C-00075,Arthur Prichep,Corporate,United States,Colorado Springs,Colorado,94581,West,P-FAS-088,Office Supplies,Fasteners,Acme Staple Remover,25.06,1,0.0,4.24
4540,CA-2015-004540,27/04/2015,01/05/2015,Second Class,C-00767,Adam Hart,Consumer,United States,Reno,Nevada,73347,West,P-TAB-031,Furniture,Tables,Chromcraft Rectangular Conference Table,1605.94,1,0.0,-223.5
4541,CA-2015-004541,20/09/2015,24/09/2015,Standard Class,C-00557,Amy Hunt,Consumer,United States,San Antonio,Texas,84534,Central,P-LAB-097,Office Supplies,Labels,Avery Address Labels,48.65,7,0.5,-35.99
4542,CA-2017-004542,30/11/2017,06/12/2017,Standard Class,C-00603,Amy Zwaska,Consumer,United States,Cincinnati,Ohio,60450,East,P-APP-044,Office Supplies,Appliances,Acco Heavy Duty Stapler,468.78,1,0.0,37.84
4543,CA-2015-004543,12/05/2015,19/05/2015,Standard Class,C-00406,Adam Bellavance,Consumer,United States,Atlanta,Georgia,36372,East,P-FAS-081,Office Supplies,Fasteners,Acco Push Pins,31.92,6,0.0,4.96
4544,CA-2015-004544,29/10/2015,05/11/2015,Standard Class,C-00014,Allen Armold,Consumer,United States,Denver,Colorado,77500,West,P-LAB-099,Office Supplies,Labels,Avery Address Labels,150.5,5,0.0,31.2
4545,CA-2014-004545,20/04/2014,22/04/2014,Second Class,C-00739,Andrew Allen,Consumer,United States,Fayetteville,Arkansas,87317,South,P-CHA-014,Furniture,Chairs,Bretford Rectangular Table,3655.05,5,0.0,127.2
4546,CA-2017-004546,24/08/2017,25/08/2017,First Class,C-00289,Andrew Allen,Consumer,United States,Madison,Wisconsin,99951,Central,P-SUP-125,Office Supplies,Supplies,Hoover Commercial ShieldGuard Vacuum,374.85,5,0.0,-3.57
4547,CA-2017-004547,26/10/2017,30/10/2017,Second Class,C-00208,Anthony Johnson,Consumer,United States,Austin,Texas,27331,Central,P-APP-047,Office Supplies,Appliances,Fellowes PB500 Binding Machine,2275.28,7,0.0,153.66
4548,CA-2014-004548,03/08/2014,10/08/2014,Standard Class,C-00656,Anna Gayman,Consumer,United States,Pittsburgh,Pennsylvania,38083,East,P-COP-141,Technology,Copiers,Hewlett Packard LaserJet 3310,11455.86,3,0.0,3778.15
4549,CA-2016-004549,19/04/2016,22/04/2016,Second Class,C-00472,Andy Reiter,Corporate,United States,Phoenix,Arizona,83384,West,P-FUR-026,Furniture,Furnishings,Artistic Wire Pencil Cup,922.45,5,0.0,51.33
4550,CA-2014-004550,05/11/2014,07/11/2014,Second Class,C-00062,Amy Hunt,Corporate,United States,Detroit,Michigan,41774,Central,P-STO-115,Office Supplies,Storage,Rubbermaid CloseUp,880.5,3,0.2,-239.38
4551,CA-2014-004551,16/12/2014,21/12/2014,Standard Class,C-00269,Bruce Sherwood,Corporate,United States,Springfield,Illinois,68566,Central,P-MAC-152,Technology,Machines,Canon imageCLASS,8237.24,2,0.0,244.16
4552,CA-2014-004552,12/12/2014,18/12/2014,Standard Class,C-00003,Adrian Barton,Consumer,United States,Pittsburgh,Pennsylvania,27447,East,P-MAC-159,Technology,Machines,Sharp MX-M264N,8831.02,2,0.1,-2135.37
4553,CA-2014-004553,19/12/2014,26/12/2014,Standard Class,C-00482,Ashley Common,Consumer,United States,Greensboro,North Carolina,17294,East,P-FAS-088,Office Supplies,Fasteners,OIC Binder Clips,47.56,2,0.0,11.76
4554,CA-2017-004554,14/12/2017,16/12/2017,Second Class,C-00331,Amy Cox,Corporate,United States,Oklahoma City,Oklahoma,46406,South,P-STO-116,Office Supplies,Storage,Smead Hanging File Folders,753.38,2,0.0,47.48
4555,CA-2017-004555,28/10/2017,02/11/2017,Standard Class,C-00436,Arthur Wiediger,Consumer,United States,Las Vegas,Nevada,63451,West,P-FUR-022,Furniture,Furnishings,Eldon Expressions Desk,93.09,1,0.3,-41.91
4556,CA-2016-004556,02/07/2016,06/07/2016,Standard Class,C-00509,Allen Armold,Consumer,United States,Colorado Springs,Colorado,67825,West,P-CHA-014,Furniture,Chairs,HON 5400 Task Chair,2245.86,6,0.0,271.78
4557,CA-2015-004557,31/05/2015,04/06/2015,Standard Class,C-00045,Aaron Bergman,Consumer,United States,Greensboro,North Carolina,89978,East,P-SUP-126,Office Supplies,Supplies,Dixon Ticonderoga Pencil Sharpener,647.05,5,0.0,-40.33
4558,CA-2017-004558,16/09/2017,23/09/2017,Standard Class,C-00572,Ashley Common,Consumer,United States,Kansas City,Missouri,19562,Central,P-PAP-102,Office Supplies,Paper,Avery Multipurpose Copy Paper,606.84,12,0.0,115.33
4559,CA-2016-004559,01/01/2016,03/01/2016,Second Class,C-00271,Adam Bellavance,Corporate,United States,Richmond,Virginia,62327,East,P-COP-149,Technology,Copiers,Canon PC1060 Copier,5979.06,2,0.0,2489.97
4560,CA-2016-004560,17/01/2016,19/01/2016,First Class,C-00464,Allen Armold,Consumer,United States,Grand Rapids,Michigan,45226,Central,P-BIN-064,Office Supplies,Binders,Cardinal Easy-Open Binder,202.04,1,0.8,-282.34
